Date,Open,High,Low,Close,Adj Close,Volume
2014-06-24,88.2300033569,88.5699996948,87.8399963379,88.0500030518,60.5887184143,4309700
2014-06-25,87.9800033569,88.7200012207,87.9000015259,88.5800018311,60.9534072876,3965300
2014-06-26,89.0899963379,89.1399993896,87.9899978638,88.6100006104,60.9740486145,3539300
2014-06-27,88.4400024414,88.9199981689,88.3600006104,88.7600021362,61.0772666931,3646100
2014-06-30,88.4599990845,89.5000000000,88.3499984741,89.3399963379,61.4763603210,4473400
2014-07-01,89.1200027466,89.2799987793,88.8300018311,89.1299972534,61.3318710327,3541000
2014-07-02,89.2900009155,89.6900024414,89.0100021362,89.6699981689,61.7034301758,2829600
2014-07-03,89.9000015259,90.1399993896,89.5299987793,90.0199966431,61.9442787170,2216800
2014-07-07,89.6100006104,89.9400024414,89.4800033569,89.8600006104,61.8342132568,2534500
2014-07-08,90.0599975586,90.0800018311,89.4800033569,89.7300033569,61.7447280884,3128700
2014-07-09,89.9000015259,90.0999984741,89.6200027466,89.7699966431,61.7722625732,2603300
2014-07-10,89.2300033569,90.2200012207,89.1500015259,90.0999984741,61.9993286133,3145600
2014-07-11,89.9300003052,90.2099990845,89.4499969482,89.8499984741,61.8273010254,3655300
2014-07-14,90.1999969482,91.3899993896,90.0699996948,91.0800018311,62.6736907959,4496100
2014-07-15,90.3099975586,90.9499969482,90.1800003052,90.3399963379,62.1644859314,3959100
2014-07-16,90.6299972534,90.8799972534,90.0599975586,90.5000000000,62.2745933533,5121600
2014-07-17,90.1500015259,90.6699981689,89.9700012207,89.9899978638,61.9236412048,2823800
2014-07-18,90.1299972534,90.2799987793,89.6900024414,90.0899963379,61.9924545288,5273200
2014-07-21,89.6200027466,90.1399993896,89.3799972534,89.9100036621,61.8685874939,3024100
2014-07-22,89.6100006104,89.6399993896,89.0100021362,89.1699981689,61.3593978882,5304400
2014-07-23,91.2600021362,93.0899963379,90.7600021362,90.8199996948,62.4947814941,10953700
2014-07-24,91.6200027466,92.3399963379,91.3600006104,91.9100036621,63.2448310852,5614700
2014-07-25,91.9800033569,92.1500015259,91.2900009155,91.5500030518,62.9970893860,2925000
2014-07-28,91.5500030518,91.8000030518,90.6399993896,90.9700012207,62.5979957581,4653900
2014-07-29,90.9100036621,90.9700012207,90.1399993896,90.1399993896,62.0268821716,4268600
2014-07-30,90.4899978638,90.5500030518,88.7200012207,88.9100036621,61.1804885864,4250200
2014-07-31,88.2399978638,88.9100036621,88.0699996948,88.0999984741,60.6231079102,4825900
2014-08-01,87.7099990845,88.9300003052,87.4599990845,88.1100006104,60.6299896240,3987700
2014-08-04,88.3300018311,89.7200012207,88.1299972534,89.6900024414,61.7172126770,6488900
2014-08-05,89.3799972534,89.6800003052,88.8899993896,89.1999969482,61.3800277710,7678800
2014-08-06,88.4300003052,90.7600021362,88.4300003052,90.5100021362,62.2814636230,6589900
2014-08-07,90.7900009155,90.8499984741,89.5400009155,89.9000015259,61.8617095947,4625600
2014-08-08,89.9000015259,90.3499984741,89.5100021362,90.2900009155,62.1300773621,4739900
2014-08-11,91.0999984741,91.8600006104,90.6999969482,91.7900009155,63.1622543335,5231100
2014-08-12,91.4599990845,91.8899993896,91.0199966431,91.2099990845,62.7631454468,2776000
2014-08-13,91.5599975586,91.8700027466,91.0800018311,91.7399978638,63.1278495789,3690300
2014-08-14,91.8199996948,92.0800018311,91.4599990845,91.7900009155,63.1622543335,3624900
2014-08-15,92.0999984741,92.7500000000,91.2900009155,91.8499984741,63.2035255432,3844600
2014-08-18,92.1999969482,92.5199966431,92.0000000000,92.1500015259,63.4099845886,2974700
2014-08-19,92.2200012207,92.3600006104,91.7799987793,91.8600006104,63.2104339600,3086300
2014-08-20,91.8199996948,92.4400024414,91.5199966431,92.2300033569,63.4650459290,5709300
2014-08-21,92.5699996948,93.1900024414,92.0100021362,92.0500030518,63.3411903381,4060300
2014-08-22,92.2699966431,92.5899963379,91.5999984741,91.5999984741,63.0315055847,3865500
2014-08-25,92.5800018311,93.4499969482,92.5800018311,93.1900024414,64.1256103516,5031800
2014-08-26,93.2099990845,93.5100021362,92.5599975586,92.5999984741,63.7196197510,3143400
2014-08-27,92.7200012207,92.7200012207,92.0599975586,92.2300033569,63.4650459290,2955100
2014-08-28,92.0899963379,92.6999969482,91.8099975586,92.5800018311,63.7058525085,3234300
2014-08-29,92.7300033569,92.9100036621,92.0100021362,92.4899978638,63.6439094543,3657700
2014-09-02,92.6200027466,93.1399993896,92.3799972534,92.4800033569,63.6370391846,5130300
2014-09-03,92.4000015259,92.7600021362,91.8099975586,92.7500000000,64.2781066895,4929600
2014-09-04,92.9499969482,93.1500015259,91.7699966431,91.8499984741,63.6543960571,4466800
2014-09-05,91.8499984741,91.8499984741,91.3899993896,91.7500000000,63.5850753784,3148000
2014-09-08,91.4800033569,92.2500000000,91.3899993896,91.8600006104,63.6612968445,3534300
2014-09-09,91.5000000000,91.7900009155,91.3000030518,91.4199981689,63.3563766479,3259200
2014-09-10,91.6699981689,91.9199981689,91.5299987793,91.7900009155,63.6128196716,3720500
2014-09-11,91.6900024414,91.9499969482,91.4800033569,91.6500015259,63.5157508850,3670600
2014-09-12,91.5999984741,91.8000030518,90.5800018311,90.8700027466,62.9752159119,3587700
2014-09-15,91.0699996948,91.3099975586,90.7799987793,91.1999969482,63.2039337158,3770700
2014-09-16,91.1399993896,93.0899963379,90.9499969482,92.5699996948,64.1533660889,5155400
2014-09-17,92.6699981689,93.3099975586,92.0500030518,92.8499984741,64.3474121094,4997200
2014-09-18,92.9700012207,93.5000000000,92.6999969482,93.3700027466,64.7077941895,4753300
2014-09-19,93.8600006104,94.2099990845,93.4199981689,93.7900009155,64.9988327026,6259500
2014-09-22,93.4199981689,93.7799987793,93.2900009155,93.5800018311,64.8533325195,3790600
2014-09-23,93.5500030518,93.5800018311,92.8399963379,92.9300003052,64.4028549194,3386300
2014-09-24,93.1100006104,94.0400009155,93.0800018311,93.5000000000,64.7979125977,4227300
2014-09-25,93.4000015259,93.4300003052,92.4800033569,92.6699981689,64.2226867676,4372400
2014-09-26,92.5000000000,93.3300018311,92.4400024414,93.1299972534,64.5414657593,3536300
2014-09-29,92.5100021362,93.3899993896,92.5100021362,93.1500015259,64.5553283691,2973500
2014-09-30,92.9499969482,93.4300003052,92.9199981689,93.0899963379,64.5137557983,4219300
2014-10-01,92.6699981689,93.2200012207,92.4199981689,92.6500015259,64.2088317871,4842800
